"age","gender","country","E","N","A","C","O","c_name","region","sub_region","country_code"
43,2,"US",14,24,29,22,34,"United States of America","Americas","Northern America",840
36,1,"US",3,10,25,16,28,"United States of America","Americas","Northern America",840
21,1,"US",22,29,18,22,32,"United States of America","Americas","Northern America",840
14,2,"US",14,6,10,6,16,"United States of America","Americas","Northern America",840
68,2,"US",13,23,25,30,15,"United States of America","Americas","Northern America",840
16,1,"US",25,25,25,24,26,"United States of America","Americas","Northern America",840
40,2,"US",1,12,29,38,37,"United States of America","Americas","Northern America",840
26,2,"US",36,19,37,26,23,"United States of America","Americas","Northern America",840
39,1,"US",31,15,26,7,34,"United States of America","Americas","Northern America",840
18,1,"US",12,30,30,34,24,"United States of America","Americas","Northern America",840
17,1,"US",16,18,30,22,35,"United States of America","Americas","Northern America",840
34,1,"US",18,19,25,25,28,"United States of America","Americas","Northern America",840
29,1,"US",10,16,15,24,35,"United States of America","Americas","Northern America",840
42,1,"US",16,26,23,32,11,"United States of America","Americas","Northern America",840
15,2,"US",17,11,31,14,31,"United States of America","Americas","Northern America",840
24,1,"US",21,16,27,31,31,"United States of America","Americas","Northern America",840
30,1,"US",14,31,33,31,26,"United States of America","Americas","Northern America",840
19,3,"US",17,19,25,23,37,"United States of America","Americas","Northern America",840
20,2,"US",4,12,15,27,35,"United States of America","Americas","Northern America",840
21,2,"US",13,16,29,20,26,"United States of America","Americas","Northern America",840
15,2,"US",10,15,24,19,29,"United States of America","Americas","Northern America",840
65,2,"US",18,22,35,16,19,"United States of America","Americas","Northern America",840
68,1,"US",29,30,34,28,31,"United States of America","Americas","Northern America",840
19,1,"US",5,17,37,28,24,"United States of America","Americas","Northern America",840
58,2,"US",15,19,31,22,24,"United States of America","Americas","Northern America",840
18,2,"US",11,12,28,25,31,"United States of America","Americas","Northern America",840
17,2,"US",19,8,22,22,35,"United States of America","Americas","Northern America",840
27,1,"US",22,25,29,29,30,"United States of America","Americas","Northern America",840
49,1,"US",31,30,31,37,32,"United States of America","Americas","Northern America",840
38,2,"US",12,9,28,20,32,"United States of America","Americas","Northern America",840
65,1,"US",23,15,34,30,33,"United States of America","Americas","Northern America",840
17,2,"US",22,21,26,18,20,"United States of America","Americas","Northern America",840
28,1,"US",6,22,19,34,18,"United States of America","Americas","Northern America",840
18,2,"US",29,19,36,25,19,"United States of America","Americas","Northern America",840
32,2,"US",17,40,24,36,24,"United States of America","Americas","Northern America",840
28,2,"US",23,3,28,31,33,"United States of America","Americas","Northern America",840
18,1,"US",20,34,34,23,29,"United States of America","Americas","Northern America",840
30,2,"US",13,8,29,14,30,"United States of America","Americas","Northern America",840
18,2,"US",23,5,25,24,25,"United States of America","Americas","Northern America",840
37,1,"US",23,1,26,32,30,"United States of America","Americas","Northern America",840
23,2,"US",26,21,21,35,40,"United States of America","Americas","Northern America",840
24,2,"US",26,15,40,38,38,"United States of America","Americas","Northern America",840
15,2,"US",27,10,26,23,35,"United States of America","Americas","Northern America",840
43,2,"US",27,20,32,19,30,"United States of America","Americas","Northern America",840
15,2,"US",39,3,28,8,36,"United States of America","Americas","Northern America",840
33,2,"US",31,25,36,29,28,"United States of America","Americas","Northern America",840
21,2,"US",14,15,25,21,30,"United States of America","Americas","Northern America",840
18,2,"US",20,15,32,30,18,"United States of America","Americas","Northern America",840
16,2,"US",29,24,36,24,31,"United States of America","Americas","Northern America",840
35,1,"US",33,20,24,27,34,"United States of America","Americas","Northern America",840
31,2,"US",30,22,36,14,23,"United States of America","Americas","Northern America",840
18,2,"US",1,16,2,20,38,"United States of America","Americas","Northern America",840
16,2,"US",17,5,38,39,34,"United States of America","Americas","Northern America",840
56,1,"US",10,22,29,27,38,"United States of America","Americas","Northern America",840
24,2,"US",10,10,20,22,35,"United States of America","Americas","Northern America",840
31,1,"US",36,19,30,19,30,"United States of America","Americas","Northern America",840
28,2,"US",7,14,12,24,35,"United States of America","Americas","Northern America",840
22,1,"US",20,17,28,25,36,"United States of America","Americas","Northern America",840
41,1,"US",18,17,26,38,21,"United States of America","Americas","Northern America",840
28,1,"US",26,17,34,15,31,"United States of America","Americas","Northern America",840
22,2,"US",23,14,39,40,23,"United States of America","Americas","Northern America",840
55,2,"US",1,10,30,24,22,"United States of America","Americas","Northern America",840
41,2,"US",19,26,35,27,26,"United States of America","Americas","Northern America",840
51,1,"US",30,38,31,30,38,"United States of America","Americas","Northern America",840
18,2,"US",14,13,27,23,17,"United States of America","Americas","Northern America",840
13,1,"US",20,12,20,16,30,"United States of America","Americas","Northern America",840
42,2,"US",19,8,21,15,31,"United States of America","Americas","Northern America",840
18,2,"US",34,25,35,24,35,"United States of America","Americas","Northern America",840
46,1,"US",12,32,21,25,32,"United States of America","Americas","Northern America",840
55,2,"US",37,25,32,30,25,"United States of America","Americas","Northern America",840
21,2,"US",27,22,40,40,32,"United States of America","Americas","Northern America",840
43,1,"US",28,34,17,23,29,"United States of America","Americas","Northern America",840
53,2,"US",21,8,37,24,35,"United States of America","Americas","Northern America",840
23,1,"US",25,34,29,17,37,"United States of America","Americas","Northern America",840
18,2,"US",18,29,22,24,25,"United States of America","Americas","Northern America",840
18,2,"US",17,17,26,23,26,"United States of America","Americas","Northern America",840
18,1,"US",20,29,31,24,30,"United States of America","Americas","Northern America",840
14,2,"US",9,8,8,33,37,"United States of America","Americas","Northern America",840
17,2,"US",11,16,19,27,32,"United States of America","Americas","Northern America",840
17,2,"US",19,22,29,25,22,"United States of America","Americas","Northern America",840
21,1,"US",12,20,21,12,36,"United States of America","Americas","Northern America",840
45,2,"US",8,28,28,30,36,"United States of America","Americas","Northern America",840
17,1,"US",28,9,27,22,35,"United States of America","Americas","Northern America",840
22,2,"US",10,12,18,17,23,"United States of America","Americas","Northern America",840
57,2,"US",31,28,37,33,30,"United States of America","Americas","Northern America",840
25,1,"US",14,11,32,18,27,"United States of America","Americas","Northern America",840
34,1,"US",28,30,7,25,33,"United States of America","Americas","Northern America",840
14,1,"US",40,22,29,27,31,"United States of America","Americas","Northern America",840
23,2,"US",40,5,35,19,33,"United States of America","Americas","Northern America",840
18,2,"US",30,20,32,26,36,"United States of America","Americas","Northern America",840
17,1,"US",25,22,33,25,27,"United States of America","Americas","Northern America",840
14,1,"US",14,13,26,10,25,"United States of America","Americas","Northern America",840
18,2,"US",26,24,24,25,26,"United States of America","Americas","Northern America",840
60,2,"US",1,3,27,4,15,"United States of America","Americas","Northern America",840
41,1,"US",10,27,16,25,37,"United States of America","Americas","Northern America",840
23,2,"US",26,17,35,16,33,"United States of America","Americas","Northern America",840
23,1,"US",15,35,7,27,33,"United States of America","Americas","Northern America",840
28,1,"US",20,33,28,37,39,"United States of America","Americas","Northern America",840
23,1,"US",16,32,27,27,24,"United States of America","Americas","Northern America",840
31,1,"US",16,28,24,34,18,"United States of America","Americas","Northern America",840
18,1,"US",15,18,22,16,20,"United States of America","Americas","Northern America",840
20,1,"US",9,22,22,22,36,"United States of America","Americas","Northern America",840
18,1,"US",9,16,11,17,29,"United States of America","Americas","Northern America",840
23,1,"US",32,31,31,36,30,"United States of America","Americas","Northern America",840
20,2,"US",31,20,33,28,28,"United States of America","Americas","Northern America",840
21,1,"US",12,26,18,36,33,"United States of America","Americas","Northern America",840
66,2,"US",8,26,30,20,24,"United States of America","Americas","Northern America",840
43,2,"US",8,22,32,17,34,"United States of America","Americas","Northern America",840
23,2,"US",16,15,35,36,29,"United States of America","Americas","Northern America",840
21,2,"US",14,15,26,26,28,"United States of America","Americas","Northern America",840
17,2,"US",14,24,36,30,34,"United States of America","Americas","Northern America",840
17,1,"US",25,22,29,26,27,"United States of America","Americas","Northern America",840
15,2,"US",35,21,23,19,11,"United States of America","Americas","Northern America",840
19,1,"US",22,25,26,15,29,"United States of America","Americas","Northern America",840
19,1,"US",36,31,25,25,27,"United States of America","Americas","Northern America",840
35,1,"US",22,27,25,28,16,"United States of America","Americas","Northern America",840
17,2,"US",0,8,35,10,20,"United States of America","Americas","Northern America",840
33,2,"US",35,22,20,25,29,"United States of America","Americas","Northern America",840
22,2,"US",24,17,29,14,23,"United States of America","Americas","Northern America",840
64,1,"US",10,10,30,21,30,"United States of America","Americas","Northern America",840
17,1,"US",13,32,16,24,23,"United States of America","Americas","Northern America",840
14,2,"US",27,23,24,22,19,"United States of America","Americas","Northern America",840
17,1,"US",26,26,30,27,18,"United States of America","Americas","Northern America",840
55,2,"US",14,7,21,30,19,"United States of America","Americas","Northern America",840
40,1,"US",11,7,13,20,37,"United States of America","Americas","Northern America",840
40,2,"US",27,25,33,32,33,"United States of America","Americas","Northern America",840
14,2,"US",20,5,17,23,35,"United States of America","Americas","Northern America",840
22,2,"US",27,23,34,29,34,"United States of America","Americas","Northern America",840
15,1,"US",23,26,18,17,15,"United States of America","Americas","Northern America",840
20,1,"US",21,27,18,34,33,"United States of America","Americas","Northern America",840
16,2,"US",28,11,26,19,30,"United States of America","Americas","Northern America",840
16,2,"US",15,20,16,22,27,"United States of America","Americas","Northern America",840
17,2,"US",25,21,23,18,26,"United States of America","Americas","Northern America",840
18,2,"US",37,33,36,32,36,"United States of America","Americas","Northern America",840
17,1,"US",38,15,31,16,34,"United States of America","Americas","Northern America",840
19,2,"US",31,21,38,22,17,"United States of America","Americas","Northern America",840
17,2,"US",12,17,9,35,32,"United States of America","Americas","Northern America",840
20,2,"US",25,25,28,24,31,"United States of America","Americas","Northern America",840
34,2,"US",22,28,33,30,27,"United States of America","Americas","Northern America",840
16,2,"US",40,19,37,35,38,"United States of America","Americas","Northern America",840
40,2,"US",22,18,39,29,38,"United States of America","Americas","Northern America",840
16,2,"US",8,11,28,28,32,"United States of America","Americas","Northern America",840
40,2,"US",26,31,35,27,26,"United States of America","Americas","Northern America",840
45,2,"US",20,23,36,13,34,"United States of America","Americas","Northern America",840
17,2,"US",36,11,34,21,28,"United States of America","Americas","Northern America",840
16,2,"US",25,22,34,20,34,"United States of America","Americas","Northern America",840
17,2,"US",33,7,31,31,17,"United States of America","Americas","Northern America",840
15,2,"US",13,22,24,18,36,"United States of America","Americas","Northern America",840
31,2,"US",27,13,40,32,38,"United States of America","Americas","Northern America",840
27,1,"US",34,22,21,25,27,"United States of America","Americas","Northern America",840
20,2,"US",18,28,13,21,31,"United States of America","Americas","Northern America",840
27,1,"US",19,8,27,27,33,"United States of America","Americas","Northern America",840
25,2,"US",16,29,29,25,33,"United States of America","Americas","Northern America",840
21,2,"US",13,29,23,16,34,"United States of America","Americas","Northern America",840
22,1,"US",10,21,23,34,27,"United States of America","Americas","Northern America",840
33,2,"US",11,25,30,23,26,"United States of America","Americas","Northern America",840
45,2,"US",15,29,34,40,34,"United States of America","Americas","Northern America",840
16,2,"US",29,19,3,25,37,"United States of America","Americas","Northern America",840
21,1,"US",11,5,35,32,34,"United States of America","Americas","Northern America",840
47,2,"US",5,23,39,27,34,"United States of America","Americas","Northern America",840
17,1,"US",17,16,20,19,17,"United States of America","Americas","Northern America",840
22,1,"US",33,22,28,19,33,"United States of America","Americas","Northern America",840
37,1,"US",19,27,25,25,38,"United States of America","Americas","Northern America",840
21,2,"US",39,25,28,21,30,"United States of America","Americas","Northern America",840
47,2,"US",12,21,24,26,36,"United States of America","Americas","Northern America",840
19,1,"US",16,32,32,29,20,"United States of America","Americas","Northern America",840
19,2,"US",6,16,23,15,35,"United States of America","Americas","Northern America",840
14,1,"US",14,20,18,18,15,"United States of America","Americas","Northern America",840
21,2,"US",18,13,28,24,35,"United States of America","Americas","Northern America",840
15,2,"US",23,20,36,23,29,"United States of America","Americas","Northern America",840
25,2,"US",11,18,35,27,23,"United States of America","Americas","Northern America",840
47,1,"US",20,26,19,39,33,"United States of America","Americas","Northern America",840
23,2,"US",18,2,19,22,33,"United States of America","Americas","Northern America",840
34,2,"US",35,23,40,39,38,"United States of America","Americas","Northern America",840
28,2,"US",11,9,22,31,31,"United States of America","Americas","Northern America",840
32,2,"US",24,28,40,28,32,"United States of America","Americas","Northern America",840
20,1,"US",8,23,25,21,25,"United States of America","Americas","Northern America",840
14,1,"US",27,22,33,29,35,"United States of America","Americas","Northern America",840
39,2,"US",31,30,38,31,30,"United States of America","Americas","Northern America",840
26,1,"US",27,32,29,32,40,"United States of America","Americas","Northern America",840
30,2,"US",23,23,32,22,25,"United States of America","Americas","Northern America",840
20,1,"US",16,22,29,19,28,"United States of America","Americas","Northern America",840
16,2,"US",11,22,27,18,27,"United States of America","Americas","Northern America",840
21,1,"US",17,20,31,17,32,"United States of America","Americas","Northern America",840
52,2,"US",17,22,28,23,19,"United States of America","Americas","Northern America",840
20,2,"US",18,19,38,29,29,"United States of America","Americas","Northern America",840
18,2,"US",33,11,32,24,32,"United States of America","Americas","Northern America",840
18,2,"US",24,24,37,34,26,"United States of America","Americas","Northern America",840
18,2,"US",15,28,33,37,21,"United States of America","Americas","Northern America",840
19,2,"US",24,24,34,18,22,"United States of America","Americas","Northern America",840
66,2,"US",33,34,39,31,33,"United States of America","Americas","Northern America",840
19,2,"US",4,17,32,23,30,"United States of America","Americas","Northern America",840
18,2,"US",21,25,12,25,35,"United States of America","Americas","Northern America",840
19,2,"US",15,28,38,29,28,"United States of America","Americas","Northern America",840
17,2,"US",31,24,36,17,24,"United States of America","Americas","Northern America",840
25,1,"US",28,30,31,28,33,"United States of America","Americas","Northern America",840
18,2,"US",33,34,33,30,34,"United States of America","Americas","Northern America",840
28,2,"US",28,27,35,27,37,"United States of America","Americas","Northern America",840
19,2,"US",15,15,30,17,32,"United States of America","Americas","Northern America",840
23,1,"US",30,38,38,34,40,"United States of America","Americas","Northern America",840
21,2,"US",22,32,36,25,31,"United States of America","Americas","Northern America",840
21,2,"US",7,28,28,11,27,"United States of America","Americas","Northern America",840
36,1,"US",20,16,23,20,27,"United States of America","Americas","Northern America",840
13,2,"US",13,17,10,24,40,"United States of America","Americas","Northern America",840
38,2,"US",23,24,34,31,30,"United States of America","Americas","Northern America",840
13,2,"US",23,19,16,18,25,"United States of America","Americas","Northern America",840
20,2,"US",21,21,33,35,27,"United States of America","Americas","Northern America",840
43,2,"US",12,35,24,36,17,"United States of America","Americas","Northern America",840
16,2,"US",0,6,30,31,38,"United States of America","Americas","Northern America",840
27,2,"US",21,22,27,24,29,"United States of America","Americas","Northern America",840
20,1,"US",19,25,31,21,29,"United States of America","Americas","Northern America",840
24,2,"US",10,11,29,31,18,"United States of America","Americas","Northern America",840
17,1,"US",28,19,25,23,29,"United States of America","Americas","Northern America",840
26,1,"US",25,24,33,22,31,"United States of America","Americas","Northern America",840
14,2,"US",10,0,11,4,20,"United States of America","Americas","Northern America",840
19,1,"US",23,37,36,27,26,"United States of America","Americas","Northern America",840
16,2,"US",34,35,32,31,21,"United States of America","Americas","Northern America",840
14,2,"US",29,25,34,28,30,"United States of America","Americas","Northern America",840
32,2,"US",17,23,38,32,34,"United States of America","Americas","Northern America",840
16,2,"US",3,29,19,11,28,"United States of America","Americas","Northern America",840
18,2,"US",28,25,39,12,35,"United States of America","Americas","Northern America",840
54,2,"US",16,5,32,10,22,"United States of America","Americas","Northern America",840
16,2,"US",18,21,26,33,28,"United States of America","Americas","Northern America",840
16,2,"US",19,15,34,16,30,"United States of America","Americas","Northern America",840
54,2,"US",22,20,32,23,24,"United States of America","Americas","Northern America",840
16,2,"US",0,11,34,12,28,"United States of America","Americas","Northern America",840
100,3,"US",20,8,24,24,28,"United States of America","Americas","Northern America",840
49,2,"US",13,25,31,28,20,"United States of America","Americas","Northern America",840
20,2,"US",35,9,36,24,22,"United States of America","Americas","Northern America",840
18,1,"US",37,15,30,23,32,"United States of America","Americas","Northern America",840
41,2,"US",37,32,34,27,32,"United States of America","Americas","Northern America",840
59,1,"US",16,15,33,28,32,"United States of America","Americas","Northern America",840
20,2,"US",12,15,29,23,26,"United States of America","Americas","Northern America",840
25,2,"US",22,20,30,15,34,"United States of America","Americas","Northern America",840
19,1,"US",12,18,31,30,31,"United States of America","Americas","Northern America",840
59,1,"US",29,36,34,28,32,"United States of America","Americas","Northern America",840
41,2,"US",17,21,40,25,31,"United States of America","Americas","Northern America",840
20,2,"US",11,17,25,38,19,"United States of America","Americas","Northern America",840
13,1,"US",22,19,34,12,24,"United States of America","Americas","Northern America",840
17,1,"US",30,15,26,22,24,"United States of America","Americas","Northern America",840
21,2,"US",21,20,31,25,35,"United States of America","Americas","Northern America",840
23,1,"US",11,40,15,18,33,"United States of America","Americas","Northern America",840
21,2,"US",14,18,33,16,35,"United States of America","Americas","Northern America",840
18,2,"US",29,16,35,25,32,"United States of America","Americas","Northern America",840
29,2,"US",0,13,14,20,17,"United States of America","Americas","Northern America",840
18,1,"US",20,31,32,34,26,"United States of America","Americas","Northern America",840
31,1,"US",33,31,24,27,33,"United States of America","Americas","Northern America",840
22,2,"US",20,19,27,15,38,"United States of America","Americas","Northern America",840
39,1,"US",30,37,28,33,32,"United States of America","Americas","Northern America",840
53,2,"US",32,32,39,40,37,"United States of America","Americas","Northern America",840
22,2,"US",5,19,27,27,20,"United States of America","Americas","Northern America",840
54,2,"US",23,19,32,27,38,"United States of America","Americas","Northern America",840
32,1,"US",24,9,28,36,29,"United States of America","Americas","Northern America",840
46,2,"US",32,30,39,35,26,"United States of America","Americas","Northern America",840
25,2,"US",28,24,25,37,33,"United States of America","Americas","Northern America",840
21,2,"US",28,19,31,23,38,"United States of America","Americas","Northern America",840
48,2,"US",38,32,40,32,36,"United States of America","Americas","Northern America",840
37,2,"US",20,33,33,32,20,"United States of America","Americas","Northern America",840
41,1,"US",19,15,22,25,22,"United States of America","Americas","Northern America",840
17,2,"US",21,27,29,24,33,"United States of America","Americas","Northern America",840
30,1,"US",16,12,34,16,34,"United States of America","Americas","Northern America",840
53,2,"US",19,9,27,27,24,"United States of America","Americas","Northern America",840
15,1,"US",19,40,16,22,18,"United States of America","Americas","Northern America",840
16,2,"US",16,12,37,13,34,"United States of America","Americas","Northern America",840
38,1,"US",36,38,38,36,38,"United States of America","Americas","Northern America",840
24,1,"US",38,26,32,14,23,"United States of America","Americas","Northern America",840
75,2,"US",36,18,40,33,26,"United States of America","Americas","Northern America",840
13,2,"US",17,24,36,21,36,"United States of America","Americas","Northern America",840
32,2,"US",13,8,29,14,35,"United States of America","Americas","Northern America",840
28,1,"US",14,40,17,32,30,"United States of America","Americas","Northern America",840
32,2,"US",22,27,37,29,33,"United States of America","Americas","Northern America",840
15,2,"US",30,21,22,21,29,"United States of America","Americas","Northern America",840
17,2,"US",4,23,26,12,34,"United States of America","Americas","Northern America",840
25,2,"US",37,22,35,29,31,"United States of America","Americas","Northern America",840
43,1,"US",18,18,30,29,29,"United States of America","Americas","Northern America",840
41,2,"US",9,22,28,19,22,"United States of America","Americas","Northern America",840
17,2,"US",25,27,37,25,30,"United States of America","Americas","Northern America",840
28,1,"US",16,16,24,23,39,"United States of America","Americas","Northern America",840
16,1,"US",34,16,31,17,37,"United States of America","Americas","Northern America",840
16,2,"US",17,19,17,21,34,"United States of America","Americas","Northern America",840
21,2,"US",34,21,31,29,23,"United States of America","Americas","Northern America",840
35,2,"US",35,11,18,20,31,"United States of America","Americas","Northern America",840
17,2,"US",10,16,35,19,35,"United States of America","Americas","Northern America",840
50,2,"US",23,20,25,23,31,"United States of America","Americas","Northern America",840
17,1,"US",36,33,34,25,30,"United States of America","Americas","Northern America",840
34,2,"US",4,10,24,23,30,"United States of America","Americas","Northern America",840
18,2,"US",25,24,39,19,26,"United States of America","Americas","Northern America",840
19,2,"US",19,33,34,22,38,"United States of America","Americas","Northern America",840
21,1,"US",25,28,27,24,31,"United States of America","Americas","Northern America",840
20,2,"US",10,36,22,23,27,"United States of America","Americas","Northern America",840
14,2,"US",12,17,23,12,33,"United States of America","Americas","Northern America",840
29,1,"US",18,14,27,26,38,"United States of America","Americas","Northern America",840
15,2,"US",4,2,36,21,22,"United States of America","Americas","Northern America",840
51,2,"US",2,0,6,37,20,"United States of America","Americas","Northern America",840
63,2,"US",14,32,35,18,35,"United States of America","Americas","Northern America",840
26,3,"US",23,33,35,26,32,"United States of America","Americas","Northern America",840
28,2,"US",32,31,30,22,31,"United States of America","Americas","Northern America",840
69,2,"US",31,18,40,29,40,"United States of America","Americas","Northern America",840
18,2,"US",2,8,19,35,19,"United States of America","Americas","Northern America",840
22,1,"US",0,32,26,27,30,"United States of America","Americas","Northern America",840
45,1,"US",33,24,26,17,34,"United States of America","Americas","Northern America",840
22,2,"US",25,19,37,37,22,"United States of America","Americas","Northern America",840
33,1,"US",28,11,30,22,30,"United States of America","Americas","Northern America",840
18,1,"US",31,24,39,31,26,"United States of America","Americas","Northern America",840
44,2,"US",12,10,29,26,33,"United States of America","Americas","Northern America",840
33,2,"US",12,14,35,19,28,"United States of America","Americas","Northern America",840
20,1,"US",7,8,23,17,26,"United States of America","Americas","Northern America",840
26,1,"US",26,20,35,29,33,"United States of America","Americas","Northern America",840
23,2,"US",31,12,39,32,13,"United States of America","Americas","Northern America",840
22,1,"US",26,8,34,31,38,"United States of America","Americas","Northern America",840
34,2,"US",23,15,28,20,38,"United States of America","Americas","Northern America",840
19,2,"US",10,26,32,21,18,"United States of America","Americas","Northern America",840
25,2,"US",19,11,31,23,30,"United States of America","Americas","Northern America",840
16,2,"US",11,27,35,28,35,"United States of America","Americas","Northern America",840
53,2,"US",26,22,32,28,30,"United States of America","Americas","Northern America",840
24,2,"US",27,24,33,24,22,"United States of America","Americas","Northern America",840
24,2,"US",20,9,27,25,21,"United States of America","Americas","Northern America",840
22,1,"US",13,11,34,20,23,"United States of America","Americas","Northern America",840
19,1,"US",31,22,34,21,28,"United States of America","Americas","Northern America",840
61,2,"US",31,24,39,29,31,"United States of America","Americas","Northern America",840
18,2,"US",22,10,28,23,26,"United States of America","Americas","Northern America",840
17,2,"US",35,20,40,23,37,"United States of America","Americas","Northern America",840
35,2,"US",27,19,29,26,17,"United States of America","Americas","Northern America",840
25,2,"US",21,16,33,26,34,"United States of America","Americas","Northern America",840
22,2,"US",16,19,27,23,31,"United States of America","Americas","Northern America",840
23,2,"US",24,19,32,21,27,"United States of America","Americas","Northern America",840
24,2,"US",1,3,28,21,31,"United States of America","Americas","Northern America",840
33,1,"US",26,40,36,36,37,"United States of America","Americas","Northern America",840
27,2,"US",20,30,30,27,26,"United States of America","Americas","Northern America",840
38,2,"US",5,22,31,34,20,"United States of America","Americas","Northern America",840
31,2,"US",20,24,35,27,35,"United States of America","Americas","Northern America",840
19,2,"US",15,28,36,31,21,"United States of America","Americas","Northern America",840
41,1,"US",11,29,21,33,17,"United States of America","Americas","Northern America",840
23,2,"US",13,26,20,23,31,"United States of America","Americas","Northern America",840
39,1,"US",22,22,27,29,27,"United States of America","Americas","Northern America",840
27,2,"US",39,28,39,34,37,"United States of America","Americas","Northern America",840
31,2,"US",14,13,23,13,37,"United States of America","Americas","Northern America",840
16,1,"US",14,18,31,19,27,"United States of America","Americas","Northern America",840
25,1,"US",19,13,29,21,37,"United States of America","Americas","Northern America",840
31,2,"US",14,10,22,14,38,"United States of America","Americas","Northern America",840
37,1,"US",23,24,33,24,40,"United States of America","Americas","Northern America",840
24,2,"US",21,23,40,30,35,"United States of America","Americas","Northern America",840
16,1,"US",20,17,21,18,30,"United States of America","Americas","Northern America",840
19,1,"US",8,15,16,31,28,"United States of America","Americas","Northern America",840
17,2,"US",14,18,11,32,35,"United States of America","Americas","Northern America",840
49,1,"US",26,32,32,27,28,"United States of America","Americas","Northern America",840
19,2,"US",9,9,30,12,30,"United States of America","Americas","Northern America",840
21,1,"US",23,14,31,28,36,"United States of America","Americas","Northern America",840
34,2,"US",32,28,38,27,36,"United States of America","Americas","Northern America",840
25,1,"US",15,8,24,22,19,"United States of America","Americas","Northern America",840
24,2,"US",11,10,25,30,36,"United States of America","Americas","Northern America",840
16,1,"US",27,8,35,12,29,"United States of America","Americas","Northern America",840
20,2,"US",21,14,35,30,36,"United States of America","Americas","Northern America",840
55,1,"US",31,20,15,24,32,"United States of America","Americas","Northern America",840
41,2,"US",22,17,27,28,30,"United States of America","Americas","Northern America",840
23,2,"US",32,23,40,28,33,"United States of America","Americas","Northern America",840
20,2,"US",2,24,15,13,32,"United States of America","Americas","Northern America",840
51,1,"US",23,26,34,21,29,"United States of America","Americas","Northern America",840
33,1,"US",25,30,31,32,24,"United States of America","Americas","Northern America",840
20,2,"US",1,24,13,9,33,"United States of America","Americas","Northern America",840
18,2,"US",5,11,33,19,19,"United States of America","Americas","Northern America",840
48,1,"US",12,12,17,11,36,"United States of America","Americas","Northern America",840
20,1,"US",23,18,27,19,34,"United States of America","Americas","Northern America",840
30,1,"US",3,15,22,18,40,"United States of America","Americas","Northern America",840
18,2,"US",33,26,36,21,19,"United States of America","Americas","Northern America",840
23,2,"US",24,2,22,1,28,"United States of America","Americas","Northern America",840
23,2,"US",27,11,39,36,26,"United States of America","Americas","Northern America",840
16,2,"US",15,8,32,28,27,"United States of America","Americas","Northern America",840
15,1,"US",6,29,13,21,25,"United States of America","Americas","Northern America",840
14,1,"US",0,32,17,40,40,"United States of America","Americas","Northern America",840
27,2,"US",11,3,32,9,30,"United States of America","Americas","Northern America",840
19,2,"US",12,16,24,36,28,"United States of America","Americas","Northern America",840
55,1,"US",16,26,30,28,35,"United States of America","Americas","Northern America",840
21,2,"US",27,18,28,9,31,"United States of America","Americas","Northern America",840
52,1,"US",27,38,28,24,33,"United States of America","Americas","Northern America",840
57,2,"US",22,14,34,28,33,"United States of America","Americas","Northern America",840
15,2,"US",12,14,30,21,26,"United States of America","Americas","Northern America",840
27,2,"US",26,27,34,27,28,"United States of America","Americas","Northern America",840
17,2,"US",16,23,27,30,22,"United States of America","Americas","Northern America",840
21,2,"US",24,12,27,34,30,"United States of America","Americas","Northern America",840
39,2,"US",26,28,16,27,30,"United States of America","Americas","Northern America",840
33,2,"US",20,17,33,23,30,"United States of America","Americas","Northern America",840
18,2,"US",24,25,35,21,30,"United States of America","Americas","Northern America",840
25,1,"US",12,31,32,33,39,"United States of America","Americas","Northern America",840
39,2,"US",30,21,25,34,24,"United States of America","Americas","Northern America",840
21,2,"US",17,23,39,38,38,"United States of America","Americas","Northern America",840
22,1,"US",17,22,19,24,34,"United States of America","Americas","Northern America",840
17,3,"US",9,14,25,30,33,"United States of America","Americas","Northern America",840
40,2,"US",22,25,34,20,25,"United States of America","Americas","Northern America",840
52,1,"US",26,14,28,32,19,"United States of America","Americas","Northern America",840
28,2,"US",29,23,36,37,35,"United States of America","Americas","Northern America",840
52,1,"US",33,5,31,24,33,"United States of America","Americas","Northern America",840
64,2,"US",16,26,29,19,27,"United States of America","Americas","Northern America",840
21,1,"US",30,14,26,26,38,"United States of America","Americas","Northern America",840
45,1,"US",23,2,30,34,40,"United States of America","Americas","Northern America",840
60,1,"US",10,37,23,32,28,"United States of America","Americas","Northern America",840
18,2,"US",16,18,21,16,30,"United States of America","Americas","Northern America",840
26,1,"US",36,12,28,23,27,"United States of America","Americas","Northern America",840
38,2,"US",10,6,32,14,28,"United States of America","Americas","Northern America",840
25,2,"US",13,13,37,27,24,"United States of America","Americas","Northern America",840
20,2,"US",27,18,38,20,33,"United States of America","Americas","Northern America",840
15,1,"US",4,31,26,22,27,"United States of America","Americas","Northern America",840
20,2,"US",5,10,31,15,23,"United States of America","Americas","Northern America",840
19,2,"US",4,2,28,19,22,"United States of America","Americas","Northern America",840
56,2,"US",15,25,36,23,29,"United States of America","Americas","Northern America",840
18,2,"US",24,13,34,16,28,"United States of America","Americas","Northern America",840
18,2,"US",12,5,38,11,31,"United States of America","Americas","Northern America",840
16,2,"US",21,17,25,16,40,"United States of America","Americas","Northern America",840
61,2,"US",33,23,35,19,34,"United States of America","Americas","Northern America",840
17,2,"US",11,28,28,17,32,"United States of America","Americas","Northern America",840
