"age","gender","country","E","N","A","C","O","c_name","region","sub_region","country_code"
22,1,"NZ",39,31,33,23,23,"New Zealand","Oceania","Australia and New Zealand",554
15,2,"NZ",8,12,33,13,24,"New Zealand","Oceania","Australia and New Zealand",554
28,2,"NZ",13,27,23,22,27,"New Zealand","Oceania","Australia and New Zealand",554
26,1,"NZ",7,7,24,32,33,"New Zealand","Oceania","Australia and New Zealand",554
20,1,"NZ",23,19,28,14,27,"New Zealand","Oceania","Australia and New Zealand",554
49,2,"NZ",27,24,39,24,26,"New Zealand","Oceania","Australia and New Zealand",554
27,2,"NZ",34,26,32,22,25,"New Zealand","Oceania","Australia and New Zealand",554
20,1,"NZ",27,31,27,27,29,"New Zealand","Oceania","Australia and New Zealand",554
15,2,"NZ",20,15,29,22,29,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",30,11,34,16,35,"New Zealand","Oceania","Australia and New Zealand",554
56,1,"NZ",16,20,23,32,32,"New Zealand","Oceania","Australia and New Zealand",554
27,1,"NZ",15,19,26,17,29,"New Zealand","Oceania","Australia and New Zealand",554
18,2,"NZ",1,14,6,14,24,"New Zealand","Oceania","Australia and New Zealand",554
20,1,"NZ",0,15,16,15,28,"New Zealand","Oceania","Australia and New Zealand",554
16,2,"NZ",18,16,22,16,34,"New Zealand","Oceania","Australia and New Zealand",554
44,2,"NZ",23,14,16,15,35,"New Zealand","Oceania","Australia and New Zealand",554
46,1,"NZ",16,27,27,30,32,"New Zealand","Oceania","Australia and New Zealand",554
34,2,"NZ",25,24,33,23,28,"New Zealand","Oceania","Australia and New Zealand",554
15,2,"NZ",2,13,19,7,18,"New Zealand","Oceania","Australia and New Zealand",554
22,2,"NZ",16,22,34,28,33,"New Zealand","Oceania","Australia and New Zealand",554
16,2,"NZ",23,26,38,26,26,"New Zealand","Oceania","Australia and New Zealand",554
27,1,"NZ",9,15,38,31,27,"New Zealand","Oceania","Australia and New Zealand",554
52,2,"NZ",32,22,35,35,29,"New Zealand","Oceania","Australia and New Zealand",554
18,1,"NZ",32,27,22,29,38,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",16,22,26,18,35,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",15,14,17,15,32,"New Zealand","Oceania","Australia and New Zealand",554
14,2,"NZ",37,8,16,21,27,"New Zealand","Oceania","Australia and New Zealand",554
18,2,"NZ",22,12,35,15,30,"New Zealand","Oceania","Australia and New Zealand",554
47,1,"NZ",32,26,32,30,35,"New Zealand","Oceania","Australia and New Zealand",554
14,1,"NZ",17,11,28,22,35,"New Zealand","Oceania","Australia and New Zealand",554
15,2,"NZ",24,23,39,18,32,"New Zealand","Oceania","Australia and New Zealand",554
55,2,"NZ",23,24,32,25,26,"New Zealand","Oceania","Australia and New Zealand",554
24,1,"NZ",9,18,25,14,40,"New Zealand","Oceania","Australia and New Zealand",554
55,2,"NZ",36,28,36,24,35,"New Zealand","Oceania","Australia and New Zealand",554
59,2,"NZ",21,33,40,29,39,"New Zealand","Oceania","Australia and New Zealand",554
20,1,"NZ",36,29,33,26,34,"New Zealand","Oceania","Australia and New Zealand",554
52,2,"NZ",20,26,30,23,28,"New Zealand","Oceania","Australia and New Zealand",554
14,2,"NZ",14,15,27,17,19,"New Zealand","Oceania","Australia and New Zealand",554
16,1,"NZ",15,28,22,19,17,"New Zealand","Oceania","Australia and New Zealand",554
23,1,"NZ",17,31,40,26,34,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",15,17,33,14,28,"New Zealand","Oceania","Australia and New Zealand",554
66,2,"NZ",24,27,39,25,21,"New Zealand","Oceania","Australia and New Zealand",554
39,2,"NZ",9,35,19,18,27,"New Zealand","Oceania","Australia and New Zealand",554
52,1,"NZ",29,34,33,28,24,"New Zealand","Oceania","Australia and New Zealand",554
16,2,"NZ",29,22,27,10,24,"New Zealand","Oceania","Australia and New Zealand",554
33,1,"NZ",17,15,25,29,20,"New Zealand","Oceania","Australia and New Zealand",554
18,2,"NZ",19,11,34,21,28,"New Zealand","Oceania","Australia and New Zealand",554
20,2,"NZ",4,13,34,18,28,"New Zealand","Oceania","Australia and New Zealand",554
22,1,"NZ",17,28,14,7,33,"New Zealand","Oceania","Australia and New Zealand",554
52,1,"NZ",21,20,32,24,18,"New Zealand","Oceania","Australia and New Zealand",554
20,1,"NZ",27,17,35,22,40,"New Zealand","Oceania","Australia and New Zealand",554
52,1,"NZ",6,2,29,10,27,"New Zealand","Oceania","Australia and New Zealand",554
43,2,"NZ",13,23,25,27,25,"New Zealand","Oceania","Australia and New Zealand",554
45,2,"NZ",17,33,28,29,15,"New Zealand","Oceania","Australia and New Zealand",554
51,2,"NZ",33,31,30,27,38,"New Zealand","Oceania","Australia and New Zealand",554
16,2,"NZ",24,12,25,25,31,"New Zealand","Oceania","Australia and New Zealand",554
25,1,"NZ",12,30,17,27,27,"New Zealand","Oceania","Australia and New Zealand",554
14,1,"NZ",28,22,32,11,22,"New Zealand","Oceania","Australia and New Zealand",554
43,2,"NZ",40,34,35,24,38,"New Zealand","Oceania","Australia and New Zealand",554
24,1,"NZ",13,13,34,15,38,"New Zealand","Oceania","Australia and New Zealand",554
20,1,"NZ",31,31,33,20,35,"New Zealand","Oceania","Australia and New Zealand",554
70,2,"NZ",1,17,20,26,8,"New Zealand","Oceania","Australia and New Zealand",554
50,2,"NZ",19,29,34,22,35,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",15,19,32,25,37,"New Zealand","Oceania","Australia and New Zealand",554
15,1,"NZ",21,18,31,19,18,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",14,20,24,30,29,"New Zealand","Oceania","Australia and New Zealand",554
20,2,"NZ",25,29,32,15,35,"New Zealand","Oceania","Australia and New Zealand",554
22,2,"NZ",31,22,36,32,34,"New Zealand","Oceania","Australia and New Zealand",554
26,1,"NZ",7,10,31,38,36,"New Zealand","Oceania","Australia and New Zealand",554
41,2,"NZ",8,6,21,32,39,"New Zealand","Oceania","Australia and New Zealand",554
14,2,"NZ",5,4,36,29,23,"New Zealand","Oceania","Australia and New Zealand",554
20,2,"NZ",34,15,37,22,27,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",13,10,39,34,36,"New Zealand","Oceania","Australia and New Zealand",554
27,2,"NZ",14,11,31,21,28,"New Zealand","Oceania","Australia and New Zealand",554
15,2,"NZ",9,14,29,15,18,"New Zealand","Oceania","Australia and New Zealand",554
34,2,"NZ",11,16,24,21,23,"New Zealand","Oceania","Australia and New Zealand",554
57,2,"NZ",9,30,35,35,37,"New Zealand","Oceania","Australia and New Zealand",554
20,2,"NZ",19,19,28,35,22,"New Zealand","Oceania","Australia and New Zealand",554
31,2,"NZ",25,20,35,34,32,"New Zealand","Oceania","Australia and New Zealand",554
16,1,"NZ",32,23,24,33,38,"New Zealand","Oceania","Australia and New Zealand",554
25,1,"NZ",27,16,26,27,30,"New Zealand","Oceania","Australia and New Zealand",554
25,2,"NZ",9,10,38,22,38,"New Zealand","Oceania","Australia and New Zealand",554
43,2,"NZ",16,27,38,31,34,"New Zealand","Oceania","Australia and New Zealand",554
19,2,"NZ",5,34,33,18,32,"New Zealand","Oceania","Australia and New Zealand",554
24,2,"NZ",14,24,22,22,20,"New Zealand","Oceania","Australia and New Zealand",554
48,1,"NZ",25,25,27,31,37,"New Zealand","Oceania","Australia and New Zealand",554
48,1,"NZ",12,28,22,25,15,"New Zealand","Oceania","Australia and New Zealand",554
20,1,"NZ",0,1,34,14,17,"New Zealand","Oceania","Australia and New Zealand",554
14,2,"NZ",28,18,20,27,26,"New Zealand","Oceania","Australia and New Zealand",554
16,2,"NZ",36,20,20,14,39,"New Zealand","Oceania","Australia and New Zealand",554
52,1,"NZ",25,22,24,19,26,"New Zealand","Oceania","Australia and New Zealand",554
37,2,"NZ",28,25,30,27,26,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",25,16,15,27,40,"New Zealand","Oceania","Australia and New Zealand",554
42,2,"NZ",25,11,39,26,38,"New Zealand","Oceania","Australia and New Zealand",554
17,1,"NZ",5,15,18,22,35,"New Zealand","Oceania","Australia and New Zealand",554
20,2,"NZ",30,32,26,19,30,"New Zealand","Oceania","Australia and New Zealand",554
14,2,"NZ",23,24,31,19,29,"New Zealand","Oceania","Australia and New Zealand",554
38,1,"NZ",30,32,25,24,28,"New Zealand","Oceania","Australia and New Zealand",554
23,1,"NZ",28,26,28,25,34,"New Zealand","Oceania","Australia and New Zealand",554
44,2,"NZ",30,11,34,25,29,"New Zealand","Oceania","Australia and New Zealand",554
52,2,"NZ",29,27,26,25,25,"New Zealand","Oceania","Australia and New Zealand",554
47,1,"NZ",31,24,26,29,34,"New Zealand","Oceania","Australia and New Zealand",554
16,2,"NZ",23,3,33,21,39,"New Zealand","Oceania","Australia and New Zealand",554
22,1,"NZ",11,16,32,24,22,"New Zealand","Oceania","Australia and New Zealand",554
23,2,"NZ",24,22,40,31,31,"New Zealand","Oceania","Australia and New Zealand",554
44,2,"NZ",15,26,29,26,30,"New Zealand","Oceania","Australia and New Zealand",554
19,2,"NZ",10,23,34,12,21,"New Zealand","Oceania","Australia and New Zealand",554
28,2,"NZ",16,19,18,22,28,"New Zealand","Oceania","Australia and New Zealand",554
18,2,"NZ",28,16,34,17,35,"New Zealand","Oceania","Australia and New Zealand",554
16,1,"NZ",38,25,37,25,37,"New Zealand","Oceania","Australia and New Zealand",554
25,2,"NZ",27,15,28,20,29,"New Zealand","Oceania","Australia and New Zealand",554
24,2,"NZ",23,28,32,28,34,"New Zealand","Oceania","Australia and New Zealand",554
19,2,"NZ",7,17,33,25,30,"New Zealand","Oceania","Australia and New Zealand",554
24,2,"NZ",20,20,29,22,29,"New Zealand","Oceania","Australia and New Zealand",554
19,2,"PH",4,6,28,29,27,"Philippines","Asia","South-Eastern Asia",608
25,1,"PH",9,16,30,20,30,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",27,21,27,21,17,"Philippines","Asia","South-Eastern Asia",608
21,1,"PH",14,19,17,21,21,"Philippines","Asia","South-Eastern Asia",608
18,1,"PH",10,26,15,16,21,"Philippines","Asia","South-Eastern Asia",608
15,1,"PH",13,10,24,16,24,"Philippines","Asia","South-Eastern Asia",608
23,1,"PH",5,38,28,15,34,"Philippines","Asia","South-Eastern Asia",608
14,2,"PH",26,11,27,30,33,"Philippines","Asia","South-Eastern Asia",608
13,2,"PH",16,4,40,13,40,"Philippines","Asia","South-Eastern Asia",608
24,2,"PH",22,25,29,28,28,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",17,17,24,29,34,"Philippines","Asia","South-Eastern Asia",608
19,2,"PH",2,24,18,28,29,"Philippines","Asia","South-Eastern Asia",608
22,2,"PH",12,14,32,25,26,"Philippines","Asia","South-Eastern Asia",608
19,3,"PH",19,18,38,25,20,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",8,16,30,20,37,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",28,7,34,23,25,"Philippines","Asia","South-Eastern Asia",608
27,1,"PH",28,24,32,36,27,"Philippines","Asia","South-Eastern Asia",608
27,1,"PH",23,22,28,24,30,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",12,25,16,30,37,"Philippines","Asia","South-Eastern Asia",608
23,2,"PH",8,12,21,24,29,"Philippines","Asia","South-Eastern Asia",608
21,2,"PH",10,14,18,19,22,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",21,12,30,25,29,"Philippines","Asia","South-Eastern Asia",608
14,2,"PH",19,21,26,27,32,"Philippines","Asia","South-Eastern Asia",608
28,1,"PH",29,23,33,31,31,"Philippines","Asia","South-Eastern Asia",608
25,2,"PH",17,10,24,21,16,"Philippines","Asia","South-Eastern Asia",608
17,1,"PH",13,18,23,12,24,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",9,18,24,19,19,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",10,26,23,16,16,"Philippines","Asia","South-Eastern Asia",608
25,1,"PH",17,19,31,20,40,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",23,12,30,22,21,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",31,9,29,22,23,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",27,23,28,21,25,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",18,22,30,23,23,"Philippines","Asia","South-Eastern Asia",608
28,1,"PH",20,25,31,26,32,"Philippines","Asia","South-Eastern Asia",608
42,2,"PH",19,16,31,29,27,"Philippines","Asia","South-Eastern Asia",608
23,1,"PH",4,16,25,19,29,"Philippines","Asia","South-Eastern Asia",608
18,1,"PH",14,23,26,20,29,"Philippines","Asia","South-Eastern Asia",608
28,1,"PH",14,24,23,29,21,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",22,14,30,22,28,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",23,10,10,19,38,"Philippines","Asia","South-Eastern Asia",608
21,2,"PH",21,13,34,21,24,"Philippines","Asia","South-Eastern Asia",608
19,2,"PH",7,13,26,22,20,"Philippines","Asia","South-Eastern Asia",608
21,2,"PH",19,11,28,23,21,"Philippines","Asia","South-Eastern Asia",608
22,2,"PH",29,27,24,29,29,"Philippines","Asia","South-Eastern Asia",608
33,2,"PH",18,18,38,35,30,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",22,13,30,16,23,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",5,1,27,17,40,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",6,22,27,18,36,"Philippines","Asia","South-Eastern Asia",608
14,2,"PH",23,17,28,34,33,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",2,8,13,18,26,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",10,22,34,30,31,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",11,15,18,19,29,"Philippines","Asia","South-Eastern Asia",608
14,2,"PH",16,11,18,23,25,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",8,12,23,19,27,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",8,5,32,13,27,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",21,20,36,14,22,"Philippines","Asia","South-Eastern Asia",608
21,1,"PH",8,21,33,19,28,"Philippines","Asia","South-Eastern Asia",608
21,1,"PH",11,26,27,18,27,"Philippines","Asia","South-Eastern Asia",608
29,2,"PH",32,30,32,37,28,"Philippines","Asia","South-Eastern Asia",608
19,2,"PH",21,20,29,29,26,"Philippines","Asia","South-Eastern Asia",608
15,1,"PH",4,8,18,16,36,"Philippines","Asia","South-Eastern Asia",608
54,1,"PH",17,21,29,38,25,"Philippines","Asia","South-Eastern Asia",608
19,1,"PH",21,9,20,9,24,"Philippines","Asia","South-Eastern Asia",608
27,2,"PH",36,15,38,16,40,"Philippines","Asia","South-Eastern Asia",608
25,2,"PH",22,22,32,24,22,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",15,15,32,23,24,"Philippines","Asia","South-Eastern Asia",608
33,2,"PH",10,26,27,32,21,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",10,18,23,17,21,"Philippines","Asia","South-Eastern Asia",608
33,2,"PH",14,20,39,25,26,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",23,16,21,29,31,"Philippines","Asia","South-Eastern Asia",608
21,2,"PH",18,17,30,28,26,"Philippines","Asia","South-Eastern Asia",608
30,2,"PH",13,21,26,33,29,"Philippines","Asia","South-Eastern Asia",608
25,1,"PH",6,4,23,29,35,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",22,17,34,24,33,"Philippines","Asia","South-Eastern Asia",608
18,1,"PH",10,14,14,17,24,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",2,13,20,21,30,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",16,13,23,28,28,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",16,21,26,27,23,"Philippines","Asia","South-Eastern Asia",608
23,2,"PH",22,20,28,33,32,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",20,17,30,26,29,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",23,20,27,21,25,"Philippines","Asia","South-Eastern Asia",608
22,2,"PH",21,14,36,33,28,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",7,10,25,28,22,"Philippines","Asia","South-Eastern Asia",608
27,2,"PH",4,16,20,20,35,"Philippines","Asia","South-Eastern Asia",608
21,2,"PH",13,17,27,22,31,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",16,6,29,14,8,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",10,16,31,21,32,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",14,19,24,20,19,"Philippines","Asia","South-Eastern Asia",608
26,1,"PH",20,15,22,22,31,"Philippines","Asia","South-Eastern Asia",608
22,2,"PH",7,27,28,31,18,"Philippines","Asia","South-Eastern Asia",608
21,2,"PH",15,11,33,31,29,"Philippines","Asia","South-Eastern Asia",608
37,1,"PH",40,40,40,36,36,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",9,22,22,25,25,"Philippines","Asia","South-Eastern Asia",608
26,2,"PH",9,2,18,38,36,"Philippines","Asia","South-Eastern Asia",608
13,2,"PH",27,5,23,16,32,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",27,23,28,15,27,"Philippines","Asia","South-Eastern Asia",608
27,2,"PH",7,5,25,32,31,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",16,11,23,17,31,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",20,25,35,24,32,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",13,11,33,20,26,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",20,24,33,25,31,"Philippines","Asia","South-Eastern Asia",608
27,2,"PH",17,19,30,24,30,"Philippines","Asia","South-Eastern Asia",608
18,1,"PH",13,24,38,28,24,"Philippines","Asia","South-Eastern Asia",608
19,2,"PH",13,14,23,21,29,"Philippines","Asia","South-Eastern Asia",608
37,2,"PH",8,21,23,29,19,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",17,13,31,19,25,"Philippines","Asia","South-Eastern Asia",608
19,2,"PH",35,28,35,33,33,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",28,24,32,24,20,"Philippines","Asia","South-Eastern Asia",608
34,2,"PH",31,30,24,31,25,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",16,13,22,17,27,"Philippines","Asia","South-Eastern Asia",608
18,1,"PH",16,18,28,27,31,"Philippines","Asia","South-Eastern Asia",608
18,1,"PH",20,26,30,17,29,"Philippines","Asia","South-Eastern Asia",608
16,1,"PH",26,23,28,32,30,"Philippines","Asia","South-Eastern Asia",608
48,2,"PH",18,11,29,22,20,"Philippines","Asia","South-Eastern Asia",608
27,3,"PH",27,15,31,23,33,"Philippines","Asia","South-Eastern Asia",608
17,1,"PH",15,7,30,19,29,"Philippines","Asia","South-Eastern Asia",608
16,3,"PH",25,15,23,11,15,"Philippines","Asia","South-Eastern Asia",608
25,1,"PH",9,13,26,31,30,"Philippines","Asia","South-Eastern Asia",608
16,1,"PH",11,17,37,36,25,"Philippines","Asia","South-Eastern Asia",608
17,1,"PH",17,18,24,18,28,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",16,16,29,26,23,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",18,18,24,22,24,"Philippines","Asia","South-Eastern Asia",608
15,1,"PH",12,15,31,9,33,"Philippines","Asia","South-Eastern Asia",608
17,2,"PH",26,12,29,18,25,"Philippines","Asia","South-Eastern Asia",608
32,2,"PH",20,25,23,31,20,"Philippines","Asia","South-Eastern Asia",608
28,2,"PH",9,17,26,26,29,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",11,10,29,22,32,"Philippines","Asia","South-Eastern Asia",608
16,1,"PH",15,18,20,24,21,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",14,15,26,20,19,"Philippines","Asia","South-Eastern Asia",608
16,1,"PH",10,25,27,34,29,"Philippines","Asia","South-Eastern Asia",608
26,2,"PH",24,20,29,23,21,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",19,16,22,17,16,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",16,10,26,24,21,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",19,11,34,18,22,"Philippines","Asia","South-Eastern Asia",608
15,2,"PH",17,15,21,19,17,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",20,9,27,18,21,"Philippines","Asia","South-Eastern Asia",608
21,1,"PH",19,13,24,19,22,"Philippines","Asia","South-Eastern Asia",608
41,2,"PH",26,20,32,30,28,"Philippines","Asia","South-Eastern Asia",608
44,2,"PH",20,12,35,28,30,"Philippines","Asia","South-Eastern Asia",608
28,1,"PH",26,16,34,26,28,"Philippines","Asia","South-Eastern Asia",608
26,2,"PH",16,13,33,27,20,"Philippines","Asia","South-Eastern Asia",608
20,2,"PH",9,16,13,17,32,"Philippines","Asia","South-Eastern Asia",608
16,2,"PH",18,21,20,28,37,"Philippines","Asia","South-Eastern Asia",608
32,2,"PH",23,19,19,30,27,"Philippines","Asia","South-Eastern Asia",608
22,2,"PH",13,25,27,20,23,"Philippines","Asia","South-Eastern Asia",608
25,2,"PH",38,28,29,25,36,"Philippines","Asia","South-Eastern Asia",608
18,2,"PH",8,15,24,11,29,"Philippines","Asia","South-Eastern Asia",608
19,1,"PH",25,29,30,32,22,"Philippines","Asia","South-Eastern Asia",608
24,1,"PH",9,10,33,28,28,"Philippines","Asia","South-Eastern Asia",608
